EmployeeID,FirstName,Department,JobRole,Age,Gender,MaritalStatus,Education,State,City,HireDate,TerminationDate,Attrition,MonthlySalary,AnnualSalary,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHomeKM,NumCompaniesWorked,TrainingHoursLastYear,TenureYears,AgeGroup,SalaryBand,IsAttrited
106015,Employee106015,It,Data Analyst,29,Male,Married,Doctorate,PA,Allentown,2015-06-10,2017-03-22,Yes,9150.0,109800.0,3,3.0,3,Yes,1.0,4,16,1.78,20-29,90-120K,1
113766,Employee113766,It,IT Support,22,Female,Divorced,Master's Degree,NY,Buffalo,2022-09-29,,No,5741.67,68900.0,3,3.0,2,No,6.3,0,22,3.26,20-29,50-70K,0
110397,Employee110397,Finance,Financial Analyst,40,Female,Single,Associate Degree,NJ,Newark,2014-08-22,,No,7158.33,85900.0,3,4.0,2,No,9.8,1,9,11.36,40-49,70-90K,0
109519,Employee109519,Administration,Records Clerk,25,Male,Divorced,Master's Degree,NY,Syracuse,2019-03-11,,No,6150.0,73800.0,4,4.0,3,No,40.9,5,20,6.81,20-29,70-90K,0
101761,Employee101761,Facilities,Maintenance Tech,28,Male,Divorced,Bachelor's Degree,PA,Pittsburgh,2023-09-23,,No,4458.33,53500.0,3,3.0,2,No,16.5,4,37,2.28,20-29,50-70K,0
104265,Employee104265,Emergency,ER Nurse,41,Male,Divorced,High School,CT,Hartford,2021-03-20,,No,6283.33,75400.0,3,1.0,2,No,4.1,0,17,4.79,40-49,70-90K,0
108648,Employee108648,Radiology,Radiologic Technologist,21,Male,Divorced,Bachelor's Degree,NJ,Jersey City,2025-02-01,,No,5858.33,70300.0,3,3.0,2,No,5.7,3,21,0.91,20-29,70-90K,0
105324,Employee105324,Human Resources,HR Manager,32,Female,Married,Bachelor's Degree,MA,Worcester,2015-02-04,,No,11016.67,132200.0,3,1.0,2,No,10.7,5,47,10.91,30-39,120K+,0
112422,Employee112422,Nursing,Staff Nurse,29,Female,Single,Bachelor's Degree,NY,Buffalo,2020-06-11,,No,6266.67,75200.0,4,4.0,2,No,25.8,3,36,5.56,20-29,70-90K,0
106066,Employee106066,Facilities,Facilities Manager,30,Female,Married,Master's Degree,MA,Worcester,2021-06-01,,No,11058.33,132700.0,3,4.0,2,No,36.3,4,57,4.59,30-39,120K+,0
104316,Employee104316,Human Resources,HR Generalist,58,Female,Married,Doctorate,NJ,Newark,2022-05-09,,No,6508.33,78100.0,3,2.0,4,No,17.2,2,31,3.65,50-59,70-90K,0
105974,Employee105974,Emergency,ER Physician,42,Female,Married,Associate Degree,MA,Springfield,2019-07-28,,No,10416.67,125000.0,3,1.0,1,No,1.6,1,58,6.43,40-49,120K+,0
113426,Employee113426,Finance,Billing Specialist,48,Female,Single,Bachelor's Degree,CT,New Haven,2021-04-22,,No,7625.0,91500.0,3,4.0,3,No,40.8,1,34,4.7,40-49,90-120K,0
114602,Employee114602,Finance,Accountant,41,Male,Divorced,Bachelor's Degree,NY,Buffalo,2022-03-18,,No,4766.67,57200.0,4,2.0,4,Yes,5.4,1,50,3.79,40-49,50-70K,0
114259,Employee114259,Lab Services,Lab Manager,40,Female,Single,Bachelor's Degree,PA,Allentown,2020-10-20,,No,10233.33,122800.0,5,3.0,2,No,20.2,1,25,5.2,40-49,120K+,0
111935,Employee111935,Emergency,ER Nurse,36,Male,Married,Master's Degree,MA,Worcester,2018-03-18,,No,7125.0,85500.0,3,5.0,2,No,12.6,2,21,7.79,30-39,70-90K,0
102408,Employee102408,Radiology,Imaging Specialist,48,Female,Married,Bachelor's Degree,MA,Springfield,2014-07-07,,No,7408.33,88900.0,4,2.0,4,No,15.5,0,17,11.49,40-49,70-90K,0
112011,Employee112011,Human Resources,HR Generalist,28,Female,Married,High School,CT,Stamford,2023-05-16,,No,3675.0,44100.0,3,2.0,4,No,5.2,1,51,2.63,20-29,<50K,0
106509,Employee106509,Human Resources,Benefits Coordinator,39,Female,Single,High School,NJ,Trenton,2023-04-13,,No,4316.67,51800.0,1,3.0,3,No,1.4,5,49,2.72,30-39,50-70K,0
112707,Employee112707,Patient Support,Case Manager,36,Male,Divorced,Bachelor's Degree,NJ,Newark,2021-05-18,,No,10975.0,131700.0,4,1.0,3,No,1.0,4,49,4.62,30-39,120K+,0
101459,Employee101459,Lab Services,Lab Manager,39,Female,Single,High School,NJ,Newark,2017-07-04,,No,9958.33,119500.0,3,2.0,2,Yes,3.2,1,35,8.5,30-39,90-120K,0
102368,Employee102368,Human Resources,Benefits Coordinator,49,Male,Divorced,Bachelor's Degree,CT,Hartford,2022-04-14,,No,5383.33,64600.0,3,4.0,2,No,7.2,1,40,3.72,40-49,50-70K,0
112151,Employee112151,Pharmacy,Pharmacy Technician,41,Female,Married,Associate Degree,CT,Stamford,2023-08-08,,No,4758.33,57100.0,1,3.0,3,No,8.1,5,25,2.4,40-49,50-70K,0
101233,Employee101233,Nursing,Staff Nurse,35,Female,Married,Doctorate,CT,New Haven,2024-11-27,,No,7650.0,91800.0,4,2.0,2,Yes,9.5,4,37,1.1,30-39,90-120K,0
105238,Employee105238,It,Systems Analyst,29,Male,Single,Bachelor's Degree,NY,Albany,2014-04-17,,No,7883.33,94600.0,2,3.0,3,No,8.0,0,18,11.71,20-29,90-120K,0
100070,Employee100070,Nursing,Charge Nurse,34,Female,Divorced,Bachelor's Degree,CT,New Haven,2019-07-26,,No,7041.67,84500.0,3,2.0,2,No,10.8,1,17,6.44,30-39,70-90K,0
104599,Employee104599,Lab Services,Lab Manager,45,Male,Divorced,Bachelor's Degree,CT,New Haven,2015-08-05,,No,10525.0,126300.0,4,2.0,3,No,16.8,2,29,10.41,40-49,120K+,0
107131,Employee107131,Nursing,Nurse Practitioner,46,Male,Married,Bachelor's Degree,CT,Hartford,2019-08-20,,No,7250.0,87000.0,3,4.0,4,No,7.9,1,52,6.37,40-49,70-90K,0
105080,Employee105080,Facilities,Facilities Manager,21,Male,Divorced,Doctorate,NJ,Jersey City,2022-11-27,,No,12158.33,145900.0,2,2.0,3,No,2.3,4,0,3.1,20-29,120K+,0
106296,Employee106296,Emergency,ER Physician,21,Female,Married,Associate Degree,NJ,Newark,2024-12-23,,No,10300.0,123600.0,2,3.0,2,No,5.7,2,38,1.02,20-29,120K+,0
111135,Employee111135,Human Resources,Recruiter,33,Female,Married,Associate Degree,CT,Stamford,2023-03-09,,No,4325.0,51900.0,4,3.0,2,No,7.3,1,45,2.82,30-39,50-70K,0
110980,Employee110980,Human Resources,HR Generalist,39,Female,Divorced,Master's Degree,CT,New Haven,2018-02-17,,No,6216.67,74600.0,3,3.0,2,No,6.7,1,25,7.87,30-39,70-90K,0
107599,Employee107599,Radiology,Imaging Specialist,21,Male,Married,Associate Degree,NJ,Newark,2024-12-13,,No,6325.0,75900.0,4,2.0,4,No,4.1,2,50,1.05,20-29,70-90K,0
111492,Employee111492,It,IT Support,46,Female,Divorced,Master's Degree,NJ,Newark,2015-03-22,,No,6558.33,78700.0,3,1.0,2,No,6.0,3,12,10.78,40-49,70-90K,0
110444,Employee110444,Human Resources,HR Generalist,36,Male,Divorced,Bachelor's Degree,NY,Albany,2021-12-01,,No,4375.0,52500.0,3,2.0,1,No,14.3,0,12,4.08,30-39,50-70K,0
101739,Employee101739,Emergency,ER Nurse,31,Female,Married,Master's Degree,PA,Allentown,2017-04-22,,No,7016.67,84200.0,4,4.0,2,No,6.5,1,10,8.7,30-39,70-90K,0
107882,Employee107882,Pharmacy,Pharmacist,41,Female,Divorced,Master's Degree,CT,Hartford,2022-04-07,,No,8016.67,96200.0,3,4.0,3,No,4.3,1,36,3.74,40-49,90-120K,0
110715,Employee110715,Emergency,ER Physician,31,Male,Married,Master's Degree,CT,New Haven,2024-01-07,,No,10833.33,130000.0,3,5.0,2,No,1.0,3,15,1.98,30-39,120K+,0
100695,Employee100695,Lab Services,Phlebotomist,34,Female,Married,Bachelor's Degree,PA,Allentown,2025-05-18,,No,4500.0,54000.0,3,3.0,3,No,38.7,5,0,0.62,30-39,50-70K,0
100414,Employee100414,Nursing,ICU Nurse,42,Male,Divorced,Bachelor's Degree,CT,Hartford,2018-11-21,,No,6533.33,78400.0,4,3.0,3,No,7.6,0,18,7.11,40-49,70-90K,0
103099,Employee103099,Finance,Billing Specialist,31,Male,Married,Bachelor's Degree,NJ,Trenton,2014-01-01,,No,8183.33,98200.0,2,1.0,2,No,13.5,2,38,12.0,30-39,90-120K,0
111559,Employee111559,Lab Services,Phlebotomist,45,Non-Binary,Divorced,Associate Degree,MA,Springfield,2024-04-06,,No,4066.67,48800.0,4,2.0,3,No,12.5,0,31,1.74,40-49,<50K,0
102255,Employee102255,Nursing,Staff Nurse,29,Female,Single,Associate Degree,MA,Springfield,2016-02-22,,No,6683.33,80200.0,3,2.0,3,Yes,11.4,1,13,9.86,20-29,70-90K,0
108123,Employee108123,Pharmacy,Pharmacy Technician,42,Male,Divorced,Bachelor's Degree,NY,Albany,2015-08-27,,No,4775.0,57300.0,2,4.0,2,Yes,27.8,4,45,10.35,40-49,50-70K,0
104509,Employee104509,Lab Services,Phlebotomist,23,Female,Divorced,Associate Degree,NY,Syracuse,2014-04-12,2017-11-03,Yes,5191.67,62300.0,3,3.0,2,Yes,35.3,3,43,3.56,20-29,50-70K,1
113486,Employee113486,Nursing,ICU Nurse,21,Male,Single,Master's Degree,NJ,Newark,2017-02-04,,No,6708.33,80500.0,2,3.0,2,No,3.3,3,0,8.91,20-29,70-90K,0
104422,Employee104422,Lab Services,Lab Manager,38,Female,Single,High School,NJ,Trenton,2021-09-16,,No,10191.67,122300.0,4,1.0,3,No,4.1,4,33,4.29,30-39,120K+,0
102715,Employee102715,Administration,Records Clerk,53,Male,Single,Master's Degree,NJ,Newark,2014-03-21,,No,5983.33,71800.0,4,3.0,4,No,14.0,1,33,11.78,50-59,70-90K,0
107691,Employee107691,Pharmacy,Pharmacy Technician,42,Female,Divorced,Doctorate,MA,Springfield,2023-09-26,,No,6691.67,80300.0,3,3.0,2,Yes,12.6,1,7,2.27,40-49,70-90K,0
111732,Employee111732,Surgery,Surgeon,32,Female,Married,Master's Degree,MA,Springfield,2016-05-10,,No,11641.67,139700.0,3,4.0,2,No,10.2,2,45,9.65,30-39,120K+,0
114337,Employee114337,Surgery,Anesthesiologist,21,Male,Married,Bachelor's Degree,PA,Philadelphia,2023-04-12,,No,10591.67,127100.0,2,2.0,3,Yes,25.0,5,52,2.72,20-29,120K+,0
109750,Employee109750,Facilities,Facilities Manager,39,Male,Single,Bachelor's Degree,PA,Pittsburgh,2014-01-04,,No,10500.0,126000.0,5,3.0,3,No,1.0,1,36,11.99,30-39,120K+,0
108443,Employee108443,Finance,Financial Analyst,35,Female,Divorced,Bachelor's Degree,NJ,Jersey City,2015-10-11,2023-11-09,Yes,7375.0,88500.0,2,3.0,3,Yes,5.7,2,39,8.08,30-39,70-90K,1
101593,Employee101593,Surgery,Surgical Tech,36,Male,Divorced,Master's Degree,NJ,Trenton,2023-09-24,,No,5083.33,61000.0,1,2.0,3,No,32.8,4,42,2.27,30-39,50-70K,0
113262,Employee113262,Radiology,Radiologist,26,Male,Single,Bachelor's Degree,NY,Albany,2025-01-13,2025-05-28,Yes,9808.33,117700.0,1,2.0,3,No,11.5,5,28,0.37,20-29,90-120K,1
114794,Employee114794,Emergency,ER Physician,23,Female,Married,Bachelor's Degree,CT,Hartford,2024-05-21,2024-10-24,Yes,10441.67,125300.0,4,2.0,3,Yes,1.5,2,24,0.43,20-29,120K+,1
106851,Employee106851,Radiology,Imaging Specialist,51,Female,Divorced,Associate Degree,NY,Albany,2023-03-19,,No,6808.33,81700.0,3,3.0,1,Yes,10.4,5,42,2.79,50-59,70-90K,0
105899,Employee105899,Nursing,Nurse Practitioner,33,Female,Married,Associate Degree,CT,New Haven,2015-06-11,,No,7858.33,94300.0,3,3.0,2,No,2.3,5,33,10.56,30-39,90-120K,0
112509,Employee112509,Administration,Office Manager,39,Male,Single,Doctorate,MA,Springfield,2022-08-18,,No,12558.33,150700.0,4,2.0,3,Yes,18.0,2,18,3.37,30-39,120K+,0
100296,Employee100296,Nursing,Nurse Practitioner,40,Female,Single,Bachelor's Degree,PA,Allentown,2024-07-09,,No,6900.0,82800.0,4,2.0,3,No,6.5,2,20,1.48,40-49,70-90K,0
101686,Employee101686,Emergency,Paramedic,50,Male,Divorced,Master's Degree,MA,Boston,2017-12-10,,No,6458.33,77500.0,3,3.0,3,No,3.9,2,24,8.06,50-59,70-90K,0
106816,Employee106816,Radiology,Radiologist,46,Male,Single,Bachelor's Degree,PA,Allentown,2019-04-16,,No,10733.33,128800.0,3,2.0,4,No,5.3,1,18,6.71,40-49,120K+,0
100702,Employee100702,Pharmacy,Pharmacist,34,Female,Married,Master's Degree,PA,Allentown,2023-04-08,,No,8300.0,99600.0,2,4.0,4,No,2.1,6,10,2.74,30-39,90-120K,0
104382,Employee104382,Facilities,Maintenance Tech,49,Male,Single,Master's Degree,PA,Allentown,2019-11-16,,No,5275.0,63300.0,2,4.0,2,No,1.0,3,7,6.13,40-49,50-70K,0
101842,Employee101842,Pharmacy,Pharmacy Technician,41,Male,Divorced,Bachelor's Degree,NY,Albany,2021-09-10,,No,4641.67,55700.0,4,4.0,2,No,1.0,2,14,4.31,40-49,50-70K,0
108941,Employee108941,Finance,Accountant,28,Female,Divorced,High School,MA,Boston,2021-08-18,,No,4383.33,52600.0,2,3.0,3,No,8.5,3,10,4.37,20-29,50-70K,0
113981,Employee113981,It,Systems Analyst,30,Male,Single,Associate Degree,NY,Rochester,2019-02-15,,No,6691.67,80300.0,1,4.0,5,No,20.0,2,48,6.88,30-39,70-90K,0
103347,Employee103347,Patient Support,Case Manager,47,Male,Divorced,Bachelor's Degree,PA,Allentown,2025-01-22,,No,9675.0,116100.0,3,4.0,4,Yes,10.0,0,17,0.94,40-49,90-120K,0
106510,Employee106510,Nursing,ICU Nurse,46,Male,Married,Associate Degree,MA,Worcester,2025-05-27,,No,6375.0,76500.0,4,2.0,4,No,26.9,2,38,0.6,40-49,70-90K,0
112146,Employee112146,Nursing,ICU Nurse,38,Female,Divorced,Doctorate,MA,Boston,2025-02-07,,No,8225.0,98700.0,3,3.0,2,No,9.3,1,35,0.9,30-39,90-120K,0
105353,Employee105353,Emergency,ER Physician,44,Female,Married,Bachelor's Degree,PA,Philadelphia,2020-11-15,,No,11025.0,132300.0,1,3.0,4,No,2.3,5,26,5.13,40-49,120K+,0
103518,Employee103518,Emergency,Paramedic,21,Female,Divorced,Bachelor's Degree,MA,Springfield,2025-01-07,,No,4150.0,49800.0,4,4.0,4,No,5.2,0,30,0.98,20-29,<50K,0
108358,Employee108358,Nursing,Staff Nurse,48,Female,Single,High School,CT,Stamford,2016-08-26,,No,6650.0,79800.0,3,3.0,2,No,25.5,5,0,9.35,40-49,70-90K,0
105206,Employee105206,Pharmacy,Pharmacy Technician,58,Male,Single,Bachelor's Degree,CT,Hartford,2017-02-19,,No,5091.67,61100.0,2,3.0,3,No,17.7,4,0,8.87,50-59,50-70K,0
110759,Employee110759,Facilities,Facilities Manager,44,Female,Divorced,Bachelor's Degree,PA,Philadelphia,2020-04-10,2025-11-09,Yes,10483.33,125800.0,2,2.0,4,Yes,1.5,3,6,5.58,40-49,120K+,1
110325,Employee110325,Lab Services,Lab Manager,37,Non-Binary,Married,Bachelor's Degree,PA,Pittsburgh,2024-11-14,,No,9933.33,119200.0,4,2.0,3,No,14.3,0,0,1.13,30-39,90-120K,0
112975,Employee112975,Administration,Admin Assistant,30,Male,Married,Master's Degree,MA,Boston,2025-08-17,,No,5450.0,65400.0,3,2.0,3,Yes,25.7,2,37,0.38,30-39,50-70K,0
107214,Employee107214,Administration,Records Clerk,39,Female,Single,Associate Degree,PA,Pittsburgh,2022-02-04,,No,4491.67,53900.0,3,4.0,3,No,1.6,2,21,3.91,30-39,50-70K,0
